City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,mata-utu,-13.2816,-176.1745,82.71,80,100,15.23,WF,1740543770
363,schriever,29.7421,-90.8104,55.98,94,0,1.99,US,1740543775
364,pyapon,16.2833,95.6833,88.83,48,0,7.43,MM,1740543777
365,ad dilam,23.9915,47.1627,47.68,20,83,5.03,SA,1740543779
366,cabugao,17.7931,120.4578,85.89,57,84,10.94,PH,1740543781
367,rabaul,-4.1967,152.1721,83.93,72,100,12.64,PG,1740543783
368,nova vicosa,-17.8919,-39.3719,75.7,88,7,5.14,BR,1740543785
369,zemio,5.0314,25.1361,76.44,27,49,3.15,CF,1740543787
370,ambagarh chauki,20.7833,80.7167,79.99,18,2,9.37,IN,1740543789
371,baikonur,45.6167,63.3167,23.04,90,12,7.9,KZ,1740543792
372,eforie sud,44.0229,28.6494,33.98,74,1,6.46,RO,1740543794
373,portland,45.5234,-122.6762,47.1,86,40,1.99,US,1740543772
374,sarmiento,-45.5882,-69.07,47.07,67,15,3.94,AR,1740543798
375,namibe,-15.1961,12.1522,71.2,80,100,7.92,AO,1740543800
376,crane,31.3974,-102.3501,66.24,20,0,12.1,US,1740543804
377,manokwari,-0.8667,134.0833,84.36,67,75,11.95,ID,1740543806
378,nova xavantina,-14.6667,-52.35,71.46,95,100,0.69,BR,1740543808
379,cabinda,-5.55,12.2,78.53,91,100,4.72,AO,1740543810
380,porto novo,6.4965,2.6036,82.22,87,70,4.56,BJ,1740543813
381,waingapu,-9.6567,120.2641,85.23,74,21,7.38,ID,1740543815
382,island harbour,50.724,-1.2758,41.0,91,16,3.0,GB,1740543817
383,dadukou,26.5479,101.7054,66.56,28,76,1.34,CN,1740543819
384,tual,-5.6667,132.75,81.59,80,100,18.75,ID,1740543821
385,reyes,-14.3167,-67.3833,73.9,99,99,1.68,BO,1740543823
386,tarauaca,-8.1614,-70.7656,73.49,97,82,1.81,BR,1740543825
387,pisco,-13.7,-76.2167,73.45,83,0,11.5,PE,1740543827
388,voranava,54.1483,25.3131,27.36,87,89,7.38,BY,1740543829
389,naze,28.3667,129.4833,56.32,71,100,10.27,JP,1740543831
390,banamba,13.55,-7.45,57.51,26,0,9.15,ML,1740543834
391,bramming,55.4695,8.7001,35.17,100,100,2.3,DK,1740543836
392,ilhabela,-23.7781,-45.3581,77.65,88,37,6.8,BR,1740543729
393,ola,59.5833,151.2833,5.61,71,100,7.85,RU,1740543840
394,la ronge,55.1001,-105.2842,25.05,80,100,2.3,CA,1740543842
395,pyshma,56.9523,63.2513,5.49,98,60,2.75,RU,1740543844
396,tsiombe,-25.3,45.4833,74.55,92,100,6.31,MG,1740543846
397,gangneung,37.7556,128.8961,47.86,25,0,12.44,KR,1740543652
398,santa cruz,-17.8,-63.1667,76.46,88,20,5.75,BO,1740543735
399,khandyga,62.6667,135.6,-2.02,86,100,6.22,RU,1740543852
400,ugoofaaru,5.6667,73.0,81.79,70,52,9.1,MV,1740543857
401,yeppoon,-23.1333,150.7333,79.84,69,63,24.45,AU,1740543859
402,caleta de carquin,-11.0925,-77.6267,74.32,82,82,7.72,PE,1740543861
403,almeria,37.1667,-2.3333,45.9,69,50,5.82,ES,1740543863
404,kushiro,42.975,144.3747,38.35,44,40,18.41,JP,1740543680
405,letlhakeng,-24.0944,25.0298,71.29,70,34,3.29,BW,1740543867
406,kalajoki,64.25,23.95,34.54,98,100,6.24,FI,1740543869
407,novopokrovskaya,45.9514,40.7006,2.26,98,61,2.86,RU,1740543871
408,lesozavodsk,45.4794,133.4244,21.02,73,34,14.34,RU,1740543873
409,shimanovsk,52.0,127.7,13.48,78,97,6.08,RU,1740543876
410,walvis bay,-22.9575,14.5053,64.22,84,82,3.78,NA,1740543878
411,lusambo,-4.9667,23.45,69.4,98,100,5.86,CD,1740543880
412,qui nhon,13.7667,109.2333,72.81,91,100,13.29,VN,1740543690
413,deggendorf,48.8333,12.9667,44.62,86,100,5.46,DE,1740543884
414,lorengau,-2.0226,147.2712,77.36,88,100,11.32,PG,1740543886
415,pontes e lacerda,-15.2261,-59.3353,72.77,91,99,2.64,BR,1740543888
416,linxi,39.7,118.4333,44.8,15,0,6.67,CN,1740543890
417,queenstown,-31.8976,26.8753,60.13,95,99,6.15,ZA,1740543892
418,fort mcmurray,56.7268,-111.381,22.59,79,100,4.61,CA,1740543894
419,mejit,10.2753,170.8646,81.28,82,95,18.37,MH,1740543896
420,sisimiut,66.9395,-53.6735,19.08,71,100,20.15,GL,1740543899
421,arraial do cabo,-22.9661,-42.0278,75.9,90,0,13.51,BR,1740543901
422,hosanagara,13.9167,75.0667,82.17,34,86,10.96,IN,1740543701
423,port lincoln,-34.7333,135.8667,76.48,60,17,14.76,AU,1740543909
424,morant bay,17.8815,-76.4093,76.33,83,52,2.66,JM,1740543825
425,ishigaki,24.3448,124.1572,69.93,60,75,6.91,JP,1740543915
426,wangqing,43.3218,129.7634,25.97,27,30,14.61,CN,1740543917
427,kailua-kona,19.6406,-155.9956,76.55,75,13,1.01,US,1740543920
428,revda,56.801,59.9303,14.02,98,100,4.27,RU,1740543922
429,nuku'alofa,-21.1333,-175.2,86.34,84,75,6.91,TO,1740543924
430,aral,40.5156,81.2636,40.8,31,100,0.6,CN,1740543926
431,gharyan,32.1722,13.0203,47.7,71,24,8.14,LY,1740543662
432,dampit,-8.2116,112.7493,81.19,79,84,2.24,ID,1740543930
433,kudahuvadhoo,2.6708,72.8944,82.29,77,13,15.55,MV,1740543932
434,horta,38.5333,-28.6333,59.02,91,100,1.99,PT,1740543934
435,larache,35.1932,-6.1557,57.94,87,100,5.32,MA,1740543936
436,khovd,48.0056,91.6419,4.15,79,43,4.21,MN,1740543938
437,thanh hoa,19.8,105.7667,62.38,87,100,2.95,VN,1740543940
438,trairi,-3.2778,-39.2689,76.46,87,36,4.0,BR,1740543788
439,firozpur jhirka,27.8,76.95,76.42,29,99,5.75,IN,1740543945
440,vadso,70.0744,29.7487,35.76,87,75,4.61,NO,1740543947
441,egilsstadir,65.2653,-14.3948,26.51,93,75,4.61,IS,1740543949
442,happy valley-goose bay,53.3168,-60.3315,12.51,62,20,8.05,CA,1740543951
443,zhezqazghan,47.7833,67.7667,19.98,86,75,22.37,KZ,1740543953
444,trinidad,-14.8333,-64.9,76.26,87,51,2.75,BO,1740543862
445,chui,-33.6971,-53.4616,74.79,89,98,0.13,UY,1740543959
446,san luis potosi,22.5,-100.5,54.7,58,0,6.4,MX,1740543961
447,guerrero negro,27.9769,-114.0611,59.18,90,100,6.6,MX,1740543849
448,tuzha,57.6062,47.936,1.85,100,79,1.3,RU,1740543966
449,kandyagash,49.4744,57.4233,1.85,100,99,7.0,KZ,1740543968
450,kilimatinde,-5.85,34.95,65.07,61,100,1.7,TZ,1740543970
451,honiara,-9.4333,159.95,79.77,92,100,6.44,SB,1740543972
452,aripuana,-9.1667,-60.6333,74.39,99,100,3.06,BR,1740543974
453,beloyarskiy,63.7119,66.6722,10.49,99,97,3.74,RU,1740543976
454,uacu cungo,-11.3634,15.1208,60.03,86,99,1.3,AO,1740543978
455,dalbandin,28.8947,64.4101,62.15,63,57,1.3,PK,1740543980
456,suva,-18.1416,178.4415,87.28,70,40,13.8,FJ,1740543982
457,ponta delgada,37.7333,-25.6667,63.32,94,75,9.22,PT,1740543984
458,cuyo,10.8525,121.0086,80.08,82,81,28.79,PH,1740543991
459,nyurba,63.2842,118.3319,0.34,89,100,3.33,RU,1740543993
460,tazacorte,28.629,-17.9293,63.57,63,100,9.22,ES,1740543995
461,lubango,-14.9172,13.4925,62.02,40,100,1.14,AO,1740543997
462,antalaha,-14.9003,50.2788,77.02,75,100,3.27,MG,1740543999
463,lagoa,39.05,-27.9833,59.38,84,100,16.71,PT,1740544001
464,sukumo,32.9333,132.7333,53.89,48,15,12.1,JP,1740544003
465,navolato,24.7672,-107.6944,64.58,82,92,5.03,MX,1740544006
466,togur,58.3631,82.8265,22.39,93,100,9.84,RU,1740544008
467,hakui,36.8833,136.7833,46.26,54,43,19.06,JP,1740544010
468,naracoorte,-36.9579,140.7383,88.59,14,71,14.38,AU,1740544012
469,fortuna,40.5982,-124.1573,47.32,92,0,4.61,US,1740544014
470,kulhudhuffushi,6.6221,73.07,82.11,68,12,7.14,MV,1740544016
471,selfoss,63.9331,-20.9971,31.05,80,82,4.29,IS,1740544018
472,bani walid,31.7566,13.9942,50.56,68,11,6.85,LY,1740544020
473,ghat,24.9647,10.1728,48.11,45,0,4.07,LY,1740544022
474,summerside,46.3959,-63.7876,35.73,87,100,11.5,CA,1740543924
475,mahikeng,-25.8652,25.6442,66.18,82,0,10.36,ZA,1740544027
476,idrinskoye,54.3708,92.1358,16.59,93,100,3.2,RU,1740544029
477,znamenskoye,57.1281,73.8282,10.24,91,52,2.42,RU,1740544031
478,alpena,45.0617,-83.4327,34.12,82,100,1.99,US,1740544033
479,ibotirama,-12.1853,-43.2206,75.2,62,98,2.01,BR,1740544035
480,polyarnyy,69.1989,33.4478,34.61,98,100,13.87,RU,1740544037
481,qarazhal,48.0078,70.7903,29.98,97,100,15.23,KZ,1740544039
482,mermoz boabab,14.7065,-17.4758,69.73,51,0,17.22,SN,1740544041
483,qulsary,46.9531,54.0198,12.4,95,100,1.79,KZ,1740544043
484,kismayo,-0.3582,42.5454,77.07,87,5,15.08,SO,1740544045
485,ballina,-28.8667,153.5667,77.86,63,6,11.48,AU,1740544047
486,new norfolk,-42.7826,147.0587,82.92,26,100,8.28,AU,1740544050
487,malango,-2.9627,119.9001,76.37,78,99,1.88,ID,1740544052
488,okahandja,-21.9833,16.9167,67.37,82,99,4.09,NA,1740544054
489,pont rouge,48.8833,-72.0825,15.44,92,100,6.8,CA,1740544056
490,sorong,-0.8833,131.25,82.15,74,100,5.99,ID,1740544058
491,ouarzazat,30.9189,-6.8934,44.89,36,0,4.61,MA,1740544060
492,nabire,-3.3667,135.4833,85.86,66,100,6.64,ID,1740544062
493,calabugao,8.4564,125.1589,74.89,76,92,4.88,PH,1740544064
494,papao,-17.75,-149.55,85.68,77,3,14.67,PF,1740544066
495,vryburg,-26.9566,24.7284,71.42,52,64,3.33,ZA,1740544068
496,mana,5.6592,-53.7767,75.87,84,5,7.38,GF,1740544071
497,cannonvale,-20.2833,148.7,78.19,69,50,22.06,AU,1740544073
498,zarghun shahr,32.8473,68.4457,42.73,64,2,22.26,AF,1740544075
499,belyy yar,53.6039,91.3903,10.29,85,100,0.0,RU,1740544077
500,abuja,9.0574,7.4898,77.14,25,100,0.85,NG,1740543797
501,onguday,50.75,86.15,19.74,75,15,3.36,RU,1740544081
502,ulsteinvik,62.3432,5.8487,44.31,85,100,4.0,NO,1740544083
503,vakhsh,37.7149,68.8346,34.02,100,100,2.24,TJ,1740544085
504,lugovoy,42.9472,72.7644,33.06,98,100,9.42,KZ,1740544087
505,rabo de peixe,37.8,-25.5833,62.11,94,75,9.22,PT,1740544089
506,nahiyat al fuhud,30.9697,46.7228,41.45,23,100,5.84,IQ,1740544092
507,hanceville,34.0607,-86.7675,49.15,88,0,2.95,US,1740544094
508,remire-montjoly,4.9167,-52.2667,77.04,88,40,2.3,GF,1740544096
509,cole harbour,44.6724,-63.4751,36.93,90,100,6.91,CA,1740544098
510,babat,-7.1128,112.1635,83.82,77,100,3.56,ID,1740544100
511,uren',57.4552,45.7852,5.52,97,66,4.27,RU,1740544102
512,callao,-12.0667,-77.15,75.72,88,40,6.91,PE,1740544104
513,laurentides,46.4334,-74.9826,32.23,98,100,6.46,CA,1740544106
514,novyy urengoy,66.0833,76.6333,-12.26,84,87,11.36,RU,1740544108
515,geraldton,-28.7667,114.6,93.61,38,98,11.5,AU,1740544110
516,prainha,-1.8,-53.48,73.65,96,100,3.29,BR,1740544113
517,mabaruma,8.2,-59.7833,69.57,100,4,1.28,GY,1740544115
518,antofagasta,-23.65,-70.4,69.08,81,79,1.97,CL,1740543903
519,boguchany,58.3814,97.4531,22.48,87,100,14.58,RU,1740544119
520,tokar,18.4254,37.729,72.37,69,100,14.63,SD,1740544121
521,ar ruways,24.1103,52.7306,60.51,56,61,15.21,AE,1740544123
522,letlhakane,-21.4167,25.5833,72.52,71,94,5.44,BW,1740544125
523,nuevo ideal,24.8875,-105.0728,56.48,20,0,7.56,MX,1740544128
524,qarah zia' od din,38.8915,45.0255,13.28,74,92,4.29,IR,1740544130
525,borodinskiy,53.9986,37.8179,10.15,98,84,4.85,RU,1740544132
526,recani,31.2846,-4.2688,53.78,42,82,2.66,MA,1740544134
527,whistler,50.1164,-122.9695,37.22,97,100,5.32,CA,1740544079
528,inhambane,-23.865,35.3833,78.78,94,75,11.5,MZ,1740543967
529,aliwal north,-30.6937,26.7114,61.18,80,0,8.7,ZA,1740544140
530,tomatlan,19.9333,-105.25,67.84,95,3,1.12,MX,1740544142
531,loango,-4.6719,11.8312,76.66,94,20,5.75,CG,1740544144
532,progreso,21.2833,-89.6667,71.73,65,35,4.74,MX,1740544146
533,san juan,-31.5375,-68.5364,84.61,49,36,4.68,AR,1740544099
534,darnah,32.767,22.6367,53.85,73,49,10.69,LY,1740544151
535,takoradi,4.8845,-1.7554,79.43,91,46,3.94,GH,1740544153
536,el charco,2.4769,-78.1105,75.96,95,100,2.44,CO,1740544155
537,crediton,50.7833,-3.65,42.06,95,78,13.02,GB,1740544157
538,trapani,37.8333,12.6667,56.34,88,40,8.05,IT,1740544159
539,nampula,-15.1165,39.2666,78.75,73,75,12.66,MZ,1740544161
540,chhor,25.5167,69.7667,80.35,33,92,7.4,PK,1740544163
541,cabedelo,-6.9811,-34.8339,79.47,77,12,7.67,BR,1740544167
542,vila franca do campo,37.7167,-25.4333,63.01,95,100,9.44,PT,1740544169
543,lesnoy,57.6198,63.0784,5.25,98,89,1.45,RU,1740544172
544,diego de almagro,-26.3667,-70.05,66.74,61,1,1.57,CL,1740544174
545,san rafael,-34.6177,-68.3301,74.52,66,0,1.74,AR,1740544177
546,berdigestyakh,62.0989,126.6992,9.39,83,100,7.09,RU,1740544179
547,nishinoomote,30.7333,131.0,57.76,58,75,20.71,JP,1740544181
548,warka,51.7843,21.1909,36.3,90,98,6.53,PL,1740544183
549,hutchinson island south,27.2995,-80.2205,61.03,96,70,1.99,US,1740544058
550,cooper's town,26.8667,-77.5167,71.01,76,43,13.87,BS,1740544187
551,arteche,12.2645,125.4048,80.51,80,99,14.76,PH,1740544189
552,troy,42.6056,-83.1499,39.67,77,0,9.22,US,1740544191
553,leava,-14.3,-178.1667,82.78,79,90,9.95,WF,1740544194
